SimulationName,SimulationID,CheckpointID,CheckpointName,Clock.Today,Wheat.AboveGroundWtAtFlowering,Wheat.AboveGroundWtAtMaturity,Wheat.Grain.HI,Wheat.Grain.Number,Wheat.Grain.Size,Wheat.Grain.Wt,Wheat.Leaf.LAIAtFlagLeaf,Wheat.Leaf.LAIAtFlowering,Wheat.Phenology.FlagLeafDAS,Wheat.Phenology.FloweringDAS,Wheat.Phenology.MaturityDAS,Wheat.Phenology.TerminalSpikeletDAS,Wheat.SowingDate,Wheat.SowingDate.Date,Wheat.Stem.PercentWSCAtFlowering,Wheat.Stem.StemPercentWSCAtMaturity,Wheat.Stem.StemWtAtMaturity,Wheat.Stem.WtAtFlowering,Wheat.Structure.FinalLeafNumber,Wheat.Structure.FinalStemNumber,Wheat.Structure.MaximumStemNumber,Zone,Year,TranspirationBeforeFlowering,TranspirationWholeSeason,WaterUptakeWholeSeason,WaterUptakeBeforeFlowering,WaterUptakeFloweringToMaturiy,PAWCAtSowing,PAWAtSowing,PAWCAtMaturity,PAWAtMaturity,RainBeforeFlowering,RainFloweringToMaturity,FWDC31ToFlag,FWDC31ToStart,FWFlagToStart,FWStartToEnd,EnvType,StressTrace_1,StressTrace_2,StressTrace_3,StressTrace_4,StressTrace_5,StressTrace_6,StressTrace_7,StressTrace_8,StressTrace_9,StressTrace_10,StressTrace_11,StressTrace_12,StressTrace_13,StressTrace_14,StressTrace_15,StressTrace_16,StressTrace_17,StressTrace_18
10007,1,1,       Current, 1986-11-18,739.761,1205.103,0.309,21276.701,0.018,372.725,3.043,2.457,128,154,215,75,      1986-04-01,           1986-04-01,0.09,0,470.36,437.195,12.898,10.033,22.895,Field,1986,63.088,117.206,117.206,63.088,54.118,0.579,0.126,0.579,0.035,205.4,26.5,1,0.9893837209302325,0.9723333333333334,0.7806666666666666,1,0.421,0.3852857142857143,0.6561666666666667,1,1,1,1,1,1,1,1,1,1,0.93275,0.9464285714285714,0.9478888888888889,0.5467142857142857,0.7511666666666666
10007,1,1,       Current, 1987-10-30,237.387,416.617,0.361,6269.503,0.024,150.213,0.601,0.546,113,134,194,77,      1987-04-01,           1987-04-01,0.11,0.002,150.093,140.862,13.265,9.639,9.639,Field,1987,34.676,61.211,61.211,34.676,26.535,0.579,0.113,0.579,0.129,140.8,57.5,1,1,1,0.9950416666666667,1,0.9556666666666667,0.8463333333333334,0.916625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 1988-11-05,392.697,437.821,0.106,10394.088,0.004,46.582,0.775,0.441,117,138,200,79,      1988-04-01,           1988-04-01,0.115,0,242.668,257.014,14.284,7.887,7.887,Field,1988,57.329,63.682,63.682,57.329,6.353,0.579,0.111,0.579,0.491,275.4,36.6,1,1,1,1,1,0.9662857142857143,0.8218,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 1989-11-10,209.477,250.476,0.181,5231.478,0.009,45.387,0.243,0.16,123,145,206,76,      1989-04-01,           1989-04-01,0.123,0,124.584,134.635,13.254,10.489,10.489,Field,1989,32.666,38.693,38.693,32.666,6.027,0.579,0.116,0.579,0.44,330.8,19.6,1,1,1,1,1,1,1,0.7444,0.8251428571428572,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 1990-11-12,30.785,30.106,0.013,544.721,0.001,0.404,0,0,122,147,208,74,      1990-04-01,           1990-04-01,0.07,0,14.481,15.563,13.068,7.635,25.131,Field,1990,5.824,5.824,5.824,5.824,0,0.579,0.115,0.579,0.404,156.5,58.6,1,1,1,1,1,0.3825,0.3328,0.19083333333333333,0.8436666666666667,0.9233750000000001,1,1,1,1,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 1991-10-31,195.213,220.335,0.145,5271.287,0.006,31.863,0.241,0.142,115,136,197,78,      1991-04-01,           1991-04-01,0.12,0,128.148,139.552,14.198,10.342,10.342,Field,1991,23.909,28.324,28.324,23.909,4.415,0.579,0.11,0.579,0.085,139.3,42.8,0.9493428571428572,0.9735373134328358,1,1,1,0.8638333333333333,0.9582,0.8348333333333333,0.6635,0.512,0.757625,0.972,0.7727142857142857,0.9825714285714285,1,0.9933333333333333,1,1,1,1,1,1,1
10007,1,1,       Current, 1992-11-05,97.271,103.496,0.115,1998.36,0.006,11.948,0.057,0.041,107,125,202,73,      1992-04-01,           1992-04-01,0.157,0,47.094,54.071,13.135,7.224,7.224,Field,1992,23.058,23.924,23.924,23.058,0.866,0.579,0.17,0.579,0.527,153.8,127.3,1,1,1,1,1,0.9974,0.878,0.8894285714285715,0.804625,0.6595714285714286,0.5945714285714285,0.884,1,1,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 1993-11-11,283.252,287.004,0.081,7885.509,0.003,23.225,0.315,0.14,120,142,208,80,      1993-04-01,           1993-04-01,0.128,0,189.003,211.965,13.168,19.809,19.809,Field,1993,34.072,36.087,36.087,34.072,2.015,0.579,0.114,0.579,0.477,213.20000000000002,43.6,1,1,1,1,1,0.6811666666666667,1,1,1,0.971,1,1,1,1,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 1994-10-27,13.929,13.761,0.006,334.826,0,0.084,0,0,114,134,193,82,      1994-04-01,           1994-04-01,0.03,0,9.315,9.566,14.657,5.805,5.805,Field,1994,3.511,3.511,3.511,3.511,0,0.579,0.11,0.579,0.326,141.3,23,1,1,1,1,1,0.7954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 1995-10-30,368.627,396.299,0.083,10748.584,0.003,32.99,0.834,0.393,114,134,195,74,      1995-04-01,           1995-04-01,0.103,0,249.024,264.098,12.573,8.479,10.171,Field,1995,34.729,39.28,39.28,34.729,4.551,0.579,0.114,0.579,0.412,203.2,38,0.9934871794871795,0.9962647058823529,1,1,1,0.5598333333333333,0.9422857142857143,0.431,1,1,1,0.9478888888888889,1,1,0.96825,1,1,1,1,1,1,1,1
10007,1,1,       Current, 1996-11-02,306.893,595.756,0.393,8095.821,0.029,233.957,0.967,0.9,113,134,199,77,      1996-04-01,           1996-04-01,0.086,0,195.514,172.131,14.19,6.875,6.875,Field,1996,37.081,70.502,70.502,37.081,33.421,0.579,0.114,0.579,0.291,184,72.4,1,1,1,1,1,0.3145,0.8834285714285715,0.8412857142857143,0.3752857142857143,0.757,0.9672499999999999,0.7624285714285715,1,1,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 1997-11-07,332.514,347.077,0.059,8545.568,0.002,20.484,0.441,0.177,120,140,204,79,      1997-04-01,           1997-04-01,0.076,0,214.975,226.065,13.973,8.997,8.997,Field,1997,56.264,58.773,58.773,56.264,2.509,0.579,0.116,0.579,0.246,165.9,55.4,0.934,0.9611690140845071,0.9961,1,1,1,1,1,1,1,1,0.972,0.7944285714285715,0.8799,1,1,0.9805,1,1,1,1,1,1
10007,1,1,       Current, 1998-11-13,491.87,596.645,0.151,13709.524,0.007,90.079,1.167,0.83,129,148,210,76,      1998-04-01,           1998-04-01,0.119,0,319.821,329.565,14.209,7.792,7.792,Field,1998,64.343,78.2,78.2,64.343,13.165,0.579,0.112,0.579,0.23,219.9,21.6,1,1,1,1,1,0.94,1,1,0.9516,1,0.9737142857142858,1,1,1,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 1999-11-07,369.273,376.712,0.072,10680.646,0.003,27.248,0.819,0.255,114,138,204,77,      1999-04-01,           1999-04-01,0.113,0,248.388,273.365,13.645,13.471,19.648,Field,1999,39.383,41.59,41.59,39.383,2.207,0.579,0.112,0.579,0.543,235,92,1,1,1,1,1,0.24866666666666667,0.6658,0.861,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 2000-10-31,37.798,37.417,0.108,818.921,0.005,4.03,0.01,0.007,108,132,196,72,      2000-04-01,           2000-04-01,0.207,0,18.564,23.095,12.402,6.184,6.867,Field,2000,6.575,6.789,6.789,6.575,0.214,0.579,0.112,0.579,0.021,90.1,32.5,0.9324285714285714,0.9662142857142857,1,1,1,0.6442,0.8995714285714286,0.4083333333333333,0.778625,0.30844444444444447,0.221125,0.49375,1,1,0.8088888888888889,0.9355,1,1,1,1,1,1,1
10007,1,1,       Current, 2001-11-10,30.757,40.372,0.193,835.153,0.009,7.807,0.04,0.032,120,142,208,82,      2001-04-01,           2001-04-01,0.059,0,21.516,21.125,13.917,8.139,14.83,Field,2001,4.658,5.981,5.981,4.658,1.323,0.579,0.109,0.579,0.316,114.9,39.3,0.9617837837837838,0.9800845070422535,1,1,1,0.5412,0.891,1,1,1,1,1,0.93525,0.9004444444444445,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 2002-11-01,43.522,41.766,0.028,835.982,0.001,1.157,0.002,0.001,111,131,198,77,      2002-04-01,           2002-04-01,0.123,0,20.972,23.885,14.553,13.679,18.211,Field,2002,7.287,7.297,7.297,7.287,0.01,0.579,0.111,0.579,0.024,81.3,36.6,1,1,1,1,1,0.3475,0.39666666666666667,0.4508333333333333,0.489,0.5838333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 2003-11-08,329.35,346.512,0.085,9309.094,0.003,29.46,0.771,0.207,117,138,204,80,      2003-04-01,           2003-04-01,0.109,0,220.85,239.526,14.252,20.711,24,Field,2003,32.86,35.646,35.646,32.86,2.786,0.579,0.113,0.579,0.304,135.3,78.4,0.9207777777777778,0.9487246376811594,0.9785625,1,1,0.1755,0.4998,0.9516666666666667,1,1,1,0.9266363636363636,0.490375,0.873875,1,0.9965384615384615,0.9901111111111112,0.9336666666666666,1,1,1,1,1
10007,1,1,       Current, 2004-11-09,461.887,829.642,0.305,13118.538,0.019,253.025,2.337,2.069,119,144,205,78,      2004-04-01,           2004-04-01,0.042,0,297.039,239.997,13.665,7.316,44.789,Field,2004,39.905,81.047,81.047,39.905,41.142,0.579,0.111,0.579,0.193,180.2,42,1,0.9981447368421053,0.9959714285714286,0.621061224489796,2,0.5246666666666666,0.492,0.9415,1,1,1,1,1,1,1,1,1,1,1,0.8888888888888888,0.9156666666666666,0.4734285714285714,0.516
10007,1,1,       Current, 2005-11-17,343.516,368.882,0.088,8992.706,0.004,32.302,0.537,0.27,123,146,212,77,      2005-04-01,           2005-04-01,0.108,0,216.284,231.813,14.566,7.443,7.443,Field,2005,51.81,55.444,55.444,51.81,3.634,0.579,0.243,0.579,0.073,141.5,37.3,0.9996888888888888,0.99675,0.992764705882353,1,1,0.9878,1,0.9991666666666666,0.9403333333333334,0.563,0.5915,1,1,1,1,1,0.9984444444444445,0.9776363636363636,1,1,1,1,1
10007,1,1,       Current, 2006-10-24,278.179,306.579,0.119,7356.359,0.005,36.534,0.54,0.357,109,129,189,68,      2006-04-01,           2006-04-01,0.126,0,168.993,183.608,12.214,7.275,7.275,Field,2006,45.459,49.446,49.446,45.459,3.987,0.579,0.493,0.579,0.338,53.7,92,0.952475,0.8889428571428571,0.798,0.9408125,2,1,1,1,0.8766,1,0.9878750000000001,1,0.9883,0.936,0.9692222222222222,0.9095454545454545,0.9336,0.9424444444444444,0.5738571428571428,0.718,0.9542857142857143,0.6711666666666667,1
10007,1,1,       Current, 2007-10-31,84.495,79.447,0.05,1618.286,0.002,3.972,0.025,0.008,114,134,196,84,      2007-04-01,           2007-04-01,0.205,0,36.794,45.83,13.63,8.658,8.658,Field,2007,15.042,15.128,15.128,15.042,0.08600000000000001,0.579,0.111,0.579,0.054,109.5,31.2,0.8934137931034483,0.9467068965517241,1,1,1,0.9813333333333334,0.6178333333333333,0.463,0.301125,0.803,0.750375,0.429,0.25025000000000003,1,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 2008-11-09,101.654,104.657,0.099,1894.759,0.005,10.39,0.033,0.021,117,142,204,74,      2008-04-01,           2008-04-01,0.164,0,44.903,52.886,13.776,6.95,6.95,Field,2008,20.396,21.199,21.199,20.396,0.8029999999999999,0.579,0.172,0.579,0.405,137.5,59.6,0.8652380952380953,0.9283544303797469,1,1,1,0.8306,0.4768,0.601625,0.4075714285714286,0.349,0.31257142857142856,0.493125,0.5498888888888889,0.9068888888888889,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 2009-11-07,458.241,831.729,0.351,12953.87,0.023,292.271,1.568,1.454,120,138,204,78,      2009-04-01,           2009-04-01,0.049,0,307.856,270.166,13.648,8.435,8.435,Field,2009,47.975,89.131,89.131,47.975,41.156,0.579,0.113,0.579,0.054,169.1,48.1,1,1,1,0.9901818181818182,1,0.7552,0.39316666666666666,0.23842857142857143,0.175,0.9434444444444444,1,1,1,1,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 2010-11-04,26.504,39.964,0.295,685.501,0.017,11.792,0.042,0.039,116,136,201,74,      2010-04-01,           2010-04-01,0.093,0,16.718,16.535,13.254,5.613,20.612,Field,2010,4.351,6.171,6.171,4.351,1.82,0.579,0.112,0.579,0.051,79.2,15.7,1,1,1,1,1,0.4626,0.5485,0.5053333333333333,0.9082857142857143,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 2011-11-01,487.009,545.624,0.102,14605.682,0.004,55.385,1.565,0.762,116,134,197,80,      2011-04-01,           2011-04-01,0.125,0,322.793,341.316,14.181,19.935,50.448,Field,2011,39.44,48.164,48.164,39.44,8.724,0.579,0.11,0.579,0.297,156.6,52.6,0.9542352941176471,0.9749032258064516,1,1,1,0.43757142857142856,0.496,0.9673333333333334,1,1,1,1,0.8861428571428571,0.905125,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 2012-10-30,102.119,130.298,0.205,2878.999,0.009,26.698,0.149,0.112,120,139,196,77,      2012-04-01,           2012-04-01,0.108,0,69.383,72.267,14.167,10.141,15.966,Field,2012,12.531,16.892,16.892,12.531,4.361,0.579,0.113,0.579,0.125,103.1,40,1,1,1,1,1,0.881,1,0.8395,0.412375,0.179,0.5231428571428571,1,1,1,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 2013-11-06,59.49,62.13,0.065,1489.902,0.003,4.023,0.035,0.019,127,146,204,90,      2013-04-01,           2013-04-01,0.064,0,38.647,40.575,14.898,14.477,15.565,Field,2013,8.125,8.562,8.562,8.125,0.437,0.579,0.111,0.579,0.257,108.89999999999999,64,0.744,0.8537142857142858,1,1,1,0.6288,0.9298571428571428,0.628,0.31685714285714284,0.149,0.40755555555555556,0.7351111111111112,0.2091818181818182,0.569375,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 2014-10-24,237.331,244.516,0.09,6128.6,0.004,21.892,0.215,0.115,121,137,190,78,      2014-04-01,           2014-04-01,0.132,0,146.391,164.326,13.856,11.823,11.823,Field,2014,38.214,40.629,40.629,38.214,2.415,0.579,0.115,0.579,0.085,129.3,38.9,0.9853809523809524,0.9906969696969697,1,1,1,1,1,1,1,1,0.9052857142857142,0.9488888888888889,1,0.92325,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 2015-10-28,314.585,501.84,0.31,8601.592,0.018,155.647,0.794,0.64,112,136,194,70,      2015-04-01,           2015-04-01,0.075,0,207.653,197.143,12.86,7.788,7.788,Field,2015,39.552,65.929,65.929,39.552,26.377,0.579,0.115,0.579,0.344,224.29999999999998,29.099999999999998,0.9539268292682926,0.974472972972973,1,1,1,0.9956,1,0.8376666666666667,1,1,0.8291666666666667,0.7201428571428572,0.8734285714285714,1,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 2016-11-17,340.329,561.192,0.268,9216.22,0.016,150.302,1.177,1.117,122,147,214,77,      2016-04-01,           2016-04-01,0.055,0,216.001,184.019,12.735,7.338,7.338,Field,2016,35.691,59.02,59.02,35.691,23.329,0.579,0.114,0.579,0.006,159.70000000000002,38.6,1,0.9897375,0.9765428571428572,0.5815370370370371,1,0.8858,0.936,0.667,0.45,1,1,1,1,1,1,1,1,0.9713,0.9905,0.875,0.9546363636363636,0.7746,0.362
10007,1,1,       Current, 2017-11-01,17.837,17.553,0.008,399.249,0,0.143,0,0,113,135,197,72,      2017-04-01,           2017-04-01,0.043,0,10.98,11.407,13.726,5.65,5.757,Field,2017,3.782,3.782,3.782,3.782,0,0.579,0.111,0.579,0.272,93.3,35.1,1,1,1,1,1,0.382,0.2934,0.9708571428571429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10007,1,1,       Current, 2018-11-04,17.142,16.746,0.014,393.298,0.001,0.233,0,0,110,135,200,72,      2018-04-01,           2018-04-01,0.056,0,10.608,11.237,13.352,5.415,5.662,Field,2018,3.55,3.55,3.55,3.55,0,0.579,0.112,0.579,0.365,130,46,1,1,1,1,1,0.348,0.687,0.329,0.763,1,1,1,1,1,1,1,1,1,1,1,1,1,1
